1945,Acetate,3
1964,PlayTape,2
1973,CD,1
1998,Betacam,1
1953,All Media,2
1993,Minidisc,148
1976,Acetate,98
2016,DVD,2295
1980,Reel-To-Reel,29
1997,DAT,18
1955,Acetate,12
1962,8-Track Cartridge,10
1987,VHD,1
1984,Box Set,565
1966,Shellac,104
1971,Flexi-disc,232
2017,Microcassette,11
1913,Edison Disc,58
1987,DAT,12
2018,VHS,38
1984,VHS,411
2010,Floppy Disk,38
1930,Flexi-disc,66
1958,Reel-To-Reel,100
2018,DVD,1110
1971,VHS,1
2016,Video8,1
1929,Edison Disc,12
1980,VHS,21
1999,Betacam SP,99
2012,HD DVD,2
1987,Acetate,218
1982,All Media,31
1878,Cylinder,2
1986,U-matic,2
1994,Reel-To-Reel,12
1924,Cylinder,5
1995,Betacam SP,21
1997,MiniDV,1
1990,Vinyl,74971
1978,8-Track Cartridge,963
2011,VHS,23
1969,Shellac,39
2009,HD DVD,2
1988,DAT,10
2012,CD,83544
1979,Acetate,176
1953,Flexi-disc,4
1922,Edison Disc,82
1969,PlayTape,13
2002,Memory Stick,5
1968,All Media,2
1994,CD,92225
1950,Shellac,3401
1957,Flexi-disc,17
2001,Laserdisc,2
1948,Box Set,3
2012,Minidisc,1
1923,Box Set,1
2008,Box Set,1509
2010,Flexi-disc,19
2005,MiniDV,7
1909,Shellac,202
1995,Reel-To-Reel,3
1896,Shellac,9
1986,CDr,1
1998,CDr,3706
1981,Box Set,649
1986,Box Set,490
1994,All Media,131
1976,8-Track Cartridge,1239
1997,Acetate,313
2014,Acetate,49
1903,Cylinder,2
1991,Box Set,687
1992,All Media,85
1966,4-Track Cartridge,76
2015,Cassette,16715
1983,All Media,35
2012,Blu-ray-R,52
1961,8-Track Cartridge,1
1988,CDr,2
1995,Microcassette,1
1935,Vinyl,4
2005,U-matic,1
1958,RCA Tape Cartridge,3
2006,Lathe Cut,66
2010,SACD,315
2015,File,98987
2018,Cassette,15367
1995,File,27
1930,Vinyl,4
1996,Shellac,1
1954,All Media,1
2003,DVD,5709
1976,Vinyl,99008
2005,DVDr,665
2000,Flexi-disc,37
2013,Box Set,1656
1996,Lathe Cut,75
2016,Reel-To-Reel,20
0,SelectaVision,3
1902,Cylinder,30
1919,Box Set,1
1994,VHS,927
1999,VHS,852
2014,Box Set,1695
1977,All Media,17
1996,DVDr,8
1934,Acetate,2
2013,DAT,4
2017,Cylinder,3
2013,MiniDV,1
1996,VHS,823
2014,CDr,18605
0,Betamax,21
0,PlayTape,62
1991,CD,59968
1996,All Media,179
1964,Shellac,216
1917,Pathé Disc,10
1906,Cylinder,80
2015,Betamax,1
2011,Reel-To-Reel,5
1998,Box Set,664
2004,SACD,607
2010,All Media,1704
2006,Flexi-disc,3
1988,Betamax,5
1998,8-Track Cartridge,3
1978,Laserdisc,2
2000,U-matic,1
2009,Vinyl,34228
1990,Floppy Disk,2
2018,Acetate,27
2013,VHS,43
2000,DVD,1160
2010,File,68404
0,Memory Stick,196
1912,Shellac,382
1993,CDr,168
1948,Acetate,11
2007,Hybrid,43
2005,UMD,33
1927,Pathé Disc,2
1939,Vinyl,8
1992,CDV,1
2013,4-Track Cartridge,1
1940,Acetate,7
1999,HD DVD,1
1989,DCC,1
1990,DVD,1
1995,CDr,438
1972,Box Set,626
2010,Lathe Cut,248
2011,File,82198
1920,Shellac,731
1975,Box Set,582
1997,DVD,159
1969,8-Track Cartridge,494
1980,Acetate,133
1969,Acetate,63
2001,CDV,5
2009,8-Track Cartridge,4
1990,Box Set,590
2015,DVD,2748
2004,Betamax,1
1999,8-Track Cartridge,1
1998,Microcassette,2
1983,Vinyl,101132
1997,Lathe Cut,81
1991,Laserdisc,325
1977,Acetate,144
1999,CDV,5
1901,Cylinder,1
0,Cassette,1
2011,Minidisc,1
1937,Flexi-disc,1
1978,Cassette,5796
1988,Cassette,19182
1952,Vinyl,4609
2009,Lathe Cut,143
1970,Reel-To-Reel,267
2014,Blu-ray,487
0,U-matic,38
1992,File,1
2013,Minidisc,4
2002,Microcassette,1
1986,All Media,49
2000,SACD,133
1994,Laserdisc,168
1976,Flexi-disc,353
1971,All Media,8
2019,Cassette,40
1965,Laserdisc,1
1987,Flexi-disc,289
1999,Minidisc,223
1910,Shellac,278
1998,Floppy Disk,5
2012,Memory Stick,138
2018,Microcassette,10
2004,Flexi-disc,4
2001,DAT,4
2003,Cassette,7014
2006,All Media,1082
2002,Cassette,8835
2010,Reel-To-Reel,6
2002,VHS,478
2017,DVD,1832
1991,Lathe Cut,4
1978,HD DVD,1
2008,Memory Stick,72
2015,Box Set,1686
1905,Shellac,114
1993,4-Track Cartridge,1
1985,U-matic,4
1945,Flexi-disc,1
1995,CD,102505
1982,Acetate,145
2014,8-Track Cartridge,29
1998,Betacam SP,62
1905,Cylinder,38
2016,Laserdisc,1
1954,Vinyl,9178
2007,All Media,1237
1924,Shellac,1030
1976,4-Track Cartridge,1
2008,Blu-ray,162
0,Video 2000,1
1950,Flexi-disc,11
2002,DAT,3
1973,8-Track Cartridge,1373
2012,Acetate,38
2014,CD,76384
1958,Flexi-disc,81
1964,Cassette,9
2016,VHS,84
2004,Betacam SP,125
2000,Memory Stick,1
1992,Cylinder,1
2015,Wire Recording,1
2001,Memory Stick,2
1959,Vinyl,34372
1992,Cassette,26617
1999,All Media,253
2010,Vinyl,35353
1999,Laserdisc,17
1967,Reel-To-Reel,292
2016,File,99998
1955,Shellac,2666
1930,Shellac,2209
1962,Reel-To-Reel,157
1998,DAT,14
2018,SACD,120
2017,Reel-To-Reel,45
1919,Cylinder,35
1963,Shellac,194
1906,Shellac,148
1917,Edison Disc,63
2011,Blu-ray-R,58
1995,DCC,15
1967,All Media,2
