1994,Hybrid,1
1993,Acetate,204
1993,Flexi-disc,70
1973,Box Set,618
1972,8-Track Cartridge,1282
2015,Lathe Cut,818
1955,Box Set,89
1913,Cylinder,73
1963,All Media,1
1994,4-Track Cartridge,2
2000,CD,115488
1980,Vinyl,106009
1981,Vinyl,100771
1991,Cassette,25501
2006,Vinyl,37860
1969,Cassette,546
1941,Shellac,2755
1977,Flexi-disc,369
2004,CDV,7
1989,Hybrid,1
1959,4-Track Cartridge,1
1936,Box Set,1
2002,CD,116611
1993,Cassette,26783
2004,File,6220
2004,Cassette,4944
1978,Box Set,606
1979,VHS,13
2012,Vinyl,44289
1981,8-Track Cartridge,307
1961,Flexi-disc,121
2007,Memory Stick,34
2005,DAT,2
1990,8-Track Cartridge,4
2009,DAT,1
2003,Flexi-disc,3
1985,CDr,1
2002,8-Track Cartridge,1
1998,CD,111801
1985,Box Set,516
1998,VHS,958
1950,Vinyl,3694
2018,Blu-ray-R,9
1996,Minidisc,68
1918,Pathé Disc,10
1940,All Media,2
1999,U-matic,3
2008,DVD,6815
0,Floppy Disk,112
1995,CDV,1
1996,Floppy Disk,10
1981,Betamax,9
1928,Pathé Disc,2
1952,Shellac,3187
1986,Betamax,26
1984,Reel-To-Reel,15
2018,8-Track Cartridge,28
1979,All Media,25
1932,Box Set,1
1988,Betacam SP,1
1924,Pathé Disc,1
1998,File,298
1978,Reel-To-Reel,58
1984,CD,4492
1960,Vinyl,34465
1928,Shellac,2714
1980,8-Track Cartridge,469
1943,Flexi-disc,4
0,Edison Disc,454
2012,Cassette,9784
1986,Reel-To-Reel,12
1917,Cylinder,39
2008,Hybrid,35
1969,All Media,4
1961,All Media,1
2001,MiniDV,4
2003,Laserdisc,1
2006,CDr,21873
1971,Cassette,1296
2005,Laserdisc,3
2015,SACD,308
2018,Vinyl,60262
1993,SACD,1
1975,Vinyl,94098
2000,VHS,771
1960,Box Set,156
1965,4-Track Cartridge,46
1977,Reel-To-Reel,50
1988,U-matic,6
2018,VHD,3
0,Flexi-disc,10499
1961,Reel-To-Reel,132
1899,Cylinder,11
1993,File,4
1985,Lathe Cut,1
2013,Laserdisc,1
1996,Vinyl,49908
2005,VHS,75
1968,4-Track Cartridge,122
2009,Blu-ray-R,29
1999,DVD,618
1929,Shellac,2878
1975,8-Track Cartridge,1237
1936,Shellac,1948
1972,All Media,12
2016,Blu-ray-R,92
2016,Blu-ray,400
1915,Pathé Disc,4
1996,U-matic,33
2006,Microcassette,2
1973,Shellac,1
1979,Cassette,6270
1946,Vinyl,79
2003,CDV,8
2017,Betamax,1
1997,All Media,177
1986,VHS,504
2010,Cassette,6916
1959,Shellac,566
2000,Acetate,278
1964,Flexi-disc,241
1985,Acetate,159
1957,Tefifon,3
2000,Floppy Disk,2
2010,HD DVD,1
1889,Shellac,1
1991,VHS,1216
2010,Memory Stick,124
2015,Minidisc,14
2001,Betacam SP,112
1966,All Media,3
2006,HD DVD,5
2001,Floppy Disk,5
2013,UMD,1
2006,SACD,414
1969,Box Set,288
1970,Shellac,6
2019,CD,111
1991,4-Track Cartridge,1
1997,Minidisc,157
1950,Box Set,164
2009,SACD,263
1999,Microcassette,2
2005,8-Track Cartridge,1
1959,Box Set,190
1972,Flexi-disc,301
2015,Blu-ray,472
2011,Floppy Disk,77
2006,Memory Stick,13
1990,DCC,2
2001,DVD,2114
2015,Vinyl,56453
2017,Minidisc,4
1982,U-matic,2
2002,All Media,495
1986,Laserdisc,140
1956,Shellac,2798
2013,Blu-ray,474
1956,Box Set,101
1983,VHD,13
1985,VHD,7
2018,DAT,3
1989,DVDr,1
1967,Flexi-disc,260
1986,Flexi-disc,271
1955,Vinyl,13089
1974,Cassette,2696
1991,All Media,69
1919,Edison Disc,101
1931,Box Set,1
1990,Cassette,24541
2000,CDr,9120
2000,Minidisc,121
2008,DVDr,660
2007,Acetate,46
2004,Hybrid,90
2018,Reel-To-Reel,24
1947,Flexi-disc,5
1944,Flexi-disc,1
1996,Video8,1
1998,U-matic,14
1928,Edison Disc,41
2015,HD DVD-R,1
2015,Cylinder,3
1980,Laserdisc,24
2018,PlayTape,1
2008,Reel-To-Reel,2
1989,U-matic,10
1998,DVD,328
2013,Flexi-disc,223
1984,All Media,28
2017,Acetate,30
2017,Flexi-disc,265
1934,All Media,1
1942,All Media,2
2012,Cylinder,1
1985,Vinyl,98904
2009,DVD,5916
1968,Reel-To-Reel,302
2013,Blu-ray-R,77
1994,Betacam SP,4
1999,Flexi-disc,9
1916,Pathé Disc,4
2009,CDV,2
1973,VHS,1
1948,Flexi-disc,13
1936,All Media,1
1992,8-Track Cartridge,2
2007,Betamax,1
2009,Blu-ray,201
2016,DVDr,174
1943,Vinyl,14
2018,Video8,1
1984,Microcassette,1
1968,Box Set,343
1959,Flexi-disc,216
2000,Betamax,1
1904,Shellac,115
2015,DAT,1
2018,Shellac,2
0,DCC,168
1985,Reel-To-Reel,14
1990,DVDr,8
1988,Video8,5
1979,Betacam,1
2001,Microcassette,6
1998,SACD,8
2009,Minidisc,4
1992,DAT,1
1926,Cylinder,1
1988,DCC,1
1999,DVDr,13
2006,Blu-ray-R,6
-1,8-Track Cartridge,15
1923,Pathé Disc,4
2017,4-Track Cartridge,2
1997,CDV,3
2004,Blu-ray-R,2
2006,8-Track Cartridge,3
2018,CDr,8143
1912,Pathé Disc,13
2007,DAT,1
2002,Vinyl,48433
2002,DVD,3432
2003,File,3352
2011,Box Set,1655
2016,Minidisc,12
0,Pathé Disc,343
1947,Acetate,18
1983,Betamax,43
2010,Minidisc,6
1970,Vinyl,76140
2012,File,92232
2017,Edison Disc,1
1992,U-matic,51
1986,Video8,3
2019,File,19
1988,DVDr,1
1991,Vinyl,64328
2000,All Media,252
1934,Shellac,1362
1994,DAT,20
2017,SACD,371
1914,Pathé Disc,4
1981,SelectaVision,6
1953,Tefifon,1
1996,Hybrid,2
1979,4-Track Cartridge,1
1986,Cassette,15527
1989,Box Set,509
1971,8-Track Cartridge,793
1989,Laserdisc,220
1981,All Media,22
1978,All Media,24
1959,All Media,1
1987,Betamax,17
1997,DVDr,7
2002,Hybrid,29
0,Minidisc,335
1996,Laserdisc,107
2015,Hybrid,23
1976,VHS,1
1995,PlayTape,1
1990,File,2
2006,File,16957
1996,File,58
1947,Shellac,3630
2006,Acetate,38
1973,All Media,12
1955,Reel-To-Reel,16
2003,MiniDV,9
1993,Floppy Disk,3
1951,Acetate,10
1989,Cassette,21996
1989,Vinyl,82795
0,CD,313400
2007,VHS,8
2012,SACD,299
2012,Flexi-disc,220
1991,File,1
2005,CD,117546
2010,CD,90262
2006,DVDr,1037
2011,8-Track Cartridge,4
1947,Vinyl,234
1975,Shellac,1
2004,CDr,17584
1978,Flexi-disc,403
1915,Edison Disc,54
2007,Floppy Disk,28
1994,Floppy Disk,6
1960,Lathe Cut,1
